symbol,identifier,purpose,lastPrice,change,pChange,previousClose,finalQuantity,totalTurnover,marketCap,yearHigh,yearLow,iep,chartTodayPath
FINPIPE,FINPIPEEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE/SPECIAL DIVIDEND - RS 2 PER SHARE,164.0,-0.19999999999998863,-0.12180267965894558,164.2,964,158096.0,-,244.5,120.0,164.0,https://static.nseindia.com/sparklines/today/preOpen_FINPIPEEQN.jpg
RAJMET,RAJMETEQN, BONUS 1:2,241.8,-0.29999999999998295,-0.12391573729862988,242.1,92,22245.6,-,270.0,29.8,241.8,https://static.nseindia.com/sparklines/today/preOpen_RAJMETEQN.jpg
SCHAEFFLER,SCHAEFFLEREQN,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,1784.0,-2.25,-0.12596221133659902,1786.25,1365,2435160.0,-,9700.0,1598.0,1784.0,https://static.nseindia.com/sparklines/today/preOpen_SCHAEFFLEREQN.jpg
JKPAPER,JKPAPEREQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 4 PER SHARE,236.9,-0.29999999999998295,-0.12647554806070108,237.2,2534,600304.6,-,284.9,125.2,236.9,https://static.nseindia.com/sparklines/today/preOpen_JKPAPEREQN.jpg
ASTEC,ASTECEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50  PER SHARE,1605.0,-2.0499999999999545,-0.12756292585793563,1607.05,5,8025.0,-,1844.0,996.0,1605.0,https://static.nseindia.com/sparklines/today/preOpen_ASTECEQN.jpg
MAITHANALL,MAITHANALLEQN, ANNUAL GENERAL MEETING/ DIVIDEND RS 6 PER SHARE,1157.9,-1.5499999999999545,-0.13368407434559096,1159.45,314,363580.6,-,1254.95,519.5,1157.9,https://static.nseindia.com/sparklines/today/preOpen_MAITHANALLEQN.jpg
JAGRAN,JAGRANEQN, ANNUAL GENERAL MEETING,72.6,-0.10000000000000853,-0.13755158184320293,72.7,605,43923.0,-,82.0,43.8,72.6,https://static.nseindia.com/sparklines/today/preOpen_JAGRANEQN.jpg
TATAMETALI,TATAMETALIEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 4 PER SHARE,794.15,-1.1000000000000227,-0.1383212826155326,795.25,34,27001.1,-,1373.7,665.2,794.15,https://static.nseindia.com/sparklines/today/preOpen_TATAMETALIEQN.jpg
PARAGMILK,PARAGMILKEQN, DIVIDEND - RS 0.50 PER SHARE,106.4,-0.14999999999999147,-0.14077897700609243,106.55,1306,138958.4,-,159.9,94.0,106.4,https://static.nseindia.com/sparklines/today/preOpen_PARAGMILKEQN.jpg
ADANITRANS,ADANITRANSEQN, ANNUAL GENERAL MEETING,2018.0,-2.849999999999909,-0.14102976470296702,2020.85,713,1438834.0,-,2141.0,687.0,2018.0,https://static.nseindia.com/sparklines/today/preOpen_ADANITRANSEQN.jpg
GOCOLORS,GOCOLORSEQN,,965.9,-1.3999999999999773,-0.14473276129432208,967.3,40,38636.0,-,1339.9,912.95,965.9,-
STLTECH,STLTECHEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,199.0,-0.30000000000001137,-0.15052684395384414,199.3,2138,425462.0,-,318.0,185.0,199.0,https://static.nseindia.com/sparklines/today/preOpen_STLTECHEQN.jpg
PSPPROJECT,PSPPROJECTEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 4 PER SHARE,530.0,-0.7999999999999545,-0.1507159005274971,530.8,42,22260.0,-,639.3,397.0,530.0,https://static.nseindia.com/sparklines/today/preOpen_PSPPROJECTEQN.jpg
SAGCEM,SAGCEMEQN, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,257.0,-0.39999999999997726,-0.15540015540014657,257.4,40,10280.0,-,317.0,122.2,257.0,https://static.nseindia.com/sparklines/today/preOpen_SAGCEMEQN.jpg
TEXINFRA,TEXINFRAEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE,63.9,-0.10000000000000142,-0.15625000000000222,64.0,145,9265.5,-,77.4,52.35,63.9,https://static.nseindia.com/sparklines/today/preOpen_TEXINFRAEQN.jpg
KALYANKJIL,KALYANKJILEQN,,62.85,-0.10000000000000142,-0.1588562351072302,62.95,1819,114324.15,-,89.75,56.3,62.85,https://static.nseindia.com/sparklines/today/preOpen_KALYANKJILEQN.jpg
PRAKASH,PRAKASHEQN, ANNUAL GENERAL MEETING,62.7,-0.09999999999999432,-0.1592356687897999,62.8,955,59878.5,-,104.75,49.1,62.7,https://static.nseindia.com/sparklines/today/preOpen_PRAKASHEQN.jpg
WELENT,WELENTEQN, DIVIDEND - RS 1.50 PER SHARE,91.55,-0.15000000000000568,-0.16357688113413923,91.7,110,10070.5,-,135.0,81.8,91.55,https://static.nseindia.com/sparklines/today/preOpen_WELENTEQN.jpg
GRINFRA,GRINFRAEQN,,1536.0,-2.5499999999999545,-0.16574046992297647,1538.55,212,325632.0,-,2267.65,1526.0,1536.0,-
LIBAS,LIBASEQN, BONUS 1:5,29.9,-0.05000000000000071,-0.16694490818030286,29.95,4874,145732.6,-,63.67,24.5,29.9,https://static.nseindia.com/sparklines/today/preOpen_LIBASEQN.jpg
TATACOFFEE,TATACOFFEEEQN, DIVIDEND - RS 1.50 PER SHARE,208.95,-0.35000000000002274,-0.16722408026756938,209.3,2203,460316.85,-,254.4,104.0,208.95,https://static.nseindia.com/sparklines/today/preOpen_TATACOFFEEEQN.jpg
USHAMART,USHAMARTEQN, ANNUAL GENERAL MEETING,88.85,-0.15000000000000568,-0.168539325842703,89.0,76,6752.6,-,102.55,28.3,88.85,https://static.nseindia.com/sparklines/today/preOpen_USHAMARTEQN.jpg
INTENTECH,INTENTECHEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40  PER SHARE,88.6,-0.15000000000000568,-0.16901408450704866,88.75,100,8860.0,-,120.25,31.05,88.6,https://static.nseindia.com/sparklines/today/preOpen_INTENTECHEQN.jpg
NAHARINDUS,NAHARINDUSEQN, ANNUAL GENERAL MEETING,172.1,-0.30000000000001137,-0.17401392111369568,172.4,40,6884.0,-,199.0,39.0,172.1,https://static.nseindia.com/sparklines/today/preOpen_NAHARINDUSEQN.jpg
TCIDEVELOP,TCIDEVELOPEQN, ANNUAL GENERAL MEETING,305.0,-0.5500000000000114,-0.18000327278678166,305.55,9,2745.0,-,549.0,281.2,305.0,https://static.nseindia.com/sparklines/today/preOpen_TCIDEVELOPEQN.jpg
HEG,HEGEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,1368.0,-2.5,-0.18241517694272164,1370.5,288,393984.0,-,2629.0,1275.1,1368.0,https://static.nseindia.com/sparklines/today/preOpen_HEGEQN.jpg
ERIS,ERISEQN, ANNUAL GENERAL MEETING,698.6,-1.2999999999999545,-0.18574082011715312,699.9,64,44710.4,-,863.0,473.5,698.6,https://static.nseindia.com/sparklines/today/preOpen_ERISEQN.jpg
SUNDARMHLD,SUNDARMHLDEQN,SPECIAL DIVIDEND - RE 1 PER SHARE,79.8,-0.15000000000000568,-0.18761726078799962,79.95,5,399.0,-,94.7,58.66,79.8,https://static.nseindia.com/sparklines/today/preOpen_SUNDARMHLDEQN.jpg
VASCONEQ,VASCONEQEQN, ANNUAL GENERAL MEETING,26.45,-0.05000000000000071,-0.18867924528302155,26.5,2328,61575.6,-,36.75,15.4,26.45,https://static.nseindia.com/sparklines/today/preOpen_VASCONEQEQN.jpg
SUVENPHAR,SUVENPHAREQN,INTERIM DIVIDEND - RE 1 PER SHARE/ SPECIAL DIVIDEND - RS 2 PER SHARE,550.0,-1.0499999999999545,-0.19054532256600212,551.05,63,34650.0,-,590.0,450.0,550.0,https://static.nseindia.com/sparklines/today/preOpen_SUVENPHAREQN.jpg
GSS,GSSBEN,,104.4,-0.19999999999998863,-0.19120458891012299,104.6,52,5428.8,-,152.75,48.0,104.4,-
TIMKEN,TIMKENEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50 PER SHARE,1925.0,-3.7999999999999545,-0.19701368726669197,1928.8,7,13475.0,-,2156.7,1206.0,1925.0,https://static.nseindia.com/sparklines/today/preOpen_TIMKENEQN.jpg
RPPL,RPPLEQN,,201.2,-0.4000000000000057,-0.19841269841270123,201.6,2,402.4,-,284.0,182.65,201.2,-
AARTIDRUGS,AARTIDRUGSEQN,INTERIM DIVIDEND - RE 1  PER SHARE,501.0,-1.0,-0.199203187250996,502.0,237,118737.0,-,841.8,484.0,501.0,https://static.nseindia.com/sparklines/today/preOpen_AARTIDRUGSEQN.jpg
KIOCL,KIOCLEQN, INTERIM DIVIDEND - RS 0.98 PER SHARE,225.15,-0.44999999999998863,-0.19946808510637792,225.6,20,4503.0,-,319.0,134.25,225.15,https://static.nseindia.com/sparklines/today/preOpen_KIOCLEQN.jpg
SHYAMMETL,SHYAMMETLEQN,INTERIM DIVIDEND - RS 2.25 PER SHARE,325.0,-0.6499999999999773,-0.19960079840318665,327.9,356,115700.0,-,461.15,300.0,325.0,-
STCINDIA,STCINDIAEQN, ANNUAL GENERAL MEETING,100.0,-0.20000000000000284,-0.19960079840319644,100.2,100,10000.0,-,138.8,66.75,100.0,https://static.nseindia.com/sparklines/today/preOpen_STCINDIAEQN.jpg
CENTURYPLY,CENTURYPLYEQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,600.0,-1.2000000000000455,-0.19960079840320114,601.2,56,33600.0,-,712.9,283.65,600.0,https://static.nseindia.com/sparklines/today/preOpen_CENTURYPLYEQN.jpg
MCLEODRUSS,MCLEODRUSSEQN, ANNUAL GENERAL MEETING,24.85,-0.04999999999999716,-0.20080321285139419,24.9,116,2882.6,-,43.5,18.05,24.85,https://static.nseindia.com/sparklines/today/preOpen_MCLEODRUSSEQN.jpg
GEOJITFSL,GEOJITFSLEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,72.4,-0.14999999999999147,-0.20675396278427494,72.55,497,35982.8,-,102.7,43.55,72.4,https://static.nseindia.com/sparklines/today/preOpen_GEOJITFSLEQN.jpg
SIGIND,SIGINDEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.50 PER SHARE,48.1,-0.10000000000000142,-0.20746887966805275,48.2,600,28860.0,-,69.45,26.4,48.1,https://static.nseindia.com/sparklines/today/preOpen_SIGINDEQN.jpg
GNA,GNAEQN, DIVIDEND - RS 2.50 PER SHARE/ SPECIAL DIVIDEND - RS 2.50 PER SHARE,504.7,-1.0500000000000114,-0.20761245674740708,505.75,25,12617.5,-,1111.55,333.6,504.7,https://static.nseindia.com/sparklines/today/preOpen_GNAEQN.jpg
SIYSIL,SIYSILEQN,INTERIM DIVIDEND - RS 3 PER SHARE,479.45,-1.0,-0.2081382037673015,480.45,1,479.45,-,531.6,182.0,479.45,https://static.nseindia.com/sparklines/today/preOpen_SIYSILEQN.jpg
ANDREWYU,ANDREWYUEQN, ANNUAL GENERAL MEETING,23.95,-0.05000000000000071,-0.20833333333333628,24.0,5,119.75,-,29.7,21.55,23.95,-
TIIL,TIILEQN, ANNUAL GENERAL MEETING,878.35,-1.8500000000000227,-0.21017950465803487,880.2,105,92226.75,-,994.0,346.05,878.35,https://static.nseindia.com/sparklines/today/preOpen_TIILEQN.jpg
IIFLWAM,IIFLWAMEQN, INTERIM DIVIDEND - RS 20 PER SHARE,1582.2,-3.349999999999909,-0.2112831509570754,1585.55,7,11075.4,-,1785.4,1061.5,1582.2,https://static.nseindia.com/sparklines/today/preOpen_IIFLWAMEQN.jpg
JINDALSAW,JINDALSAWEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,94.4,-0.19999999999998863,-0.21141649048624592,94.6,806,76086.4,-,147.6,70.15,94.4,https://static.nseindia.com/sparklines/today/preOpen_JINDALSAWEQN.jpg
GOCLCORP,GOCLCORPEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,282.5,-0.6000000000000227,-0.2119392440833708,283.1,14,3955.0,-,387.0,195.0,282.5,https://static.nseindia.com/sparklines/today/preOpen_GOCLCORPEQN.jpg
HBLPOWER,HBLPOWEREQN, DIVIDEND - RS 0.35 PER SHARE,70.0,-0.15000000000000568,-0.21382751247327964,70.15,2864,200480.0,-,83.65,29.85,70.0,https://static.nseindia.com/sparklines/today/preOpen_HBLPOWEREQN.jpg
METROBRAND,METROBRANDEQN,,557.0,-1.2000000000000455,-0.21497671085633202,558.2,180,100260.0,-,673.0,426.0,557.0,-
ZUARI,ZUARIEQN, RIGHTS:14 COMPULOSRY CONVERTIBLE DEBENTURES FOR EVERY 15 EQUITY SHARES,139.0,-0.30000000000001137,-0.215362526920324,139.3,35,4865.0,-,158.9,82.1,139.0,https://static.nseindia.com/sparklines/today/preOpen_ZUARIEQN.jpg
GLS,GLSEQN, INTERIM DIVIDEND - RS 10.50 PER SHARE,515.0,-1.1499999999999773,-0.22280344860989582,516.15,227,116905.0,-,799.0,513.0,515.0,-
GREENPANEL,GREENPANELEQN,INTERIM DIVIDEND - RS 1.50 PER SHARE,469.0,-1.0500000000000114,-0.22338049143708358,470.05,752,352688.0,-,538.5,150.35,469.0,https://static.nseindia.com/sparklines/today/preOpen_GREENPANELEQN.jpg
MIDHANI,MIDHANIEQN, DIVIDEND - RS 1.58 PER SHARE,177.0,-0.4000000000000057,-0.22547914317925913,177.4,492,87084.0,-,221.85,174.0,177.0,https://static.nseindia.com/sparklines/today/preOpen_MIDHANIEQN.jpg
AURUM,AURUMEQN, ANNUAL GENERAL MEETING,132.0,-0.30000000000001137,-0.22675736961452106,132.3,961,126852.0,-,223.2,63.2,132.0,-
VISHWARAJ,VISHWARAJEQN, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,21.85,-0.04999999999999716,-0.22831050228309205,21.9,14281,312039.85,-,45.8,20.2,21.85,https://static.nseindia.com/sparklines/today/preOpen_VISHWARAJEQN.jpg
GTPL,GTPLEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 4 PER SHARE,210.6,-0.5,-0.23685457129322599,211.1,9,1895.4,-,313.9,109.95,210.6,https://static.nseindia.com/sparklines/today/preOpen_GTPLEQN.jpg
APOLLOPIPE,APOLLOPIPEEQN, BONUS 2:1,483.65,-1.150000000000034,-0.23721122112211923,484.8,16,7738.4,-,2000.0,465.0,483.65,https://static.nseindia.com/sparklines/today/preOpen_APOLLOPIPEEQN.jpg
KTKBANK,KTKBANKEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.80 PER SHARE,63.0,-0.14999999999999858,-0.2375296912113992,63.15,945,59535.0,-,81.85,51.6,63.0,https://static.nseindia.com/sparklines/today/preOpen_KTKBANKEQN.jpg
MAHLIFE,MAHLIFEEQN, BONUS 2:1,310.0,-0.75,-0.2413515687851971,310.75,643,199330.0,-,347.9,153.58,310.0,https://static.nseindia.com/sparklines/today/preOpen_MAHLIFEEQN.jpg
DCAL,DCALEQN, DIVIDEND - RS 0.20 PER SHARE,185.0,-0.44999999999998863,-0.24265300620112626,185.45,329,60865.0,-,259.7,102.5,185.0,https://static.nseindia.com/sparklines/today/preOpen_DCALEQN.jpg
TVSELECT,TVSELECTEQN, INTERIM DIVIDEND - RS 1.50 PER SHARE,225.95,-0.5500000000000114,-0.2428256070640227,226.5,239,54002.05,-,283.95,118.0,225.95,https://static.nseindia.com/sparklines/today/preOpen_TVSELECTEQN.jpg
BHARATRAS,BHARATRASEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50 PER SH,12750.0,-31.799999999999272,-0.2487912500586715,12781.8,32,408000.0,-,15131.7,9255.0,12750.0,https://static.nseindia.com/sparklines/today/preOpen_BHARATRASEQN.jpg
JSL,JSLEQN, ANNUAL GENERAL MEETING,199.4,-0.5,-0.25012506253126565,199.9,2084,415549.6,-,224.4,60.45,199.4,https://static.nseindia.com/sparklines/today/preOpen_JSLEQN.jpg
KCP,KCPEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,119.0,-0.29999999999999716,-0.2514668901927889,119.3,450,53550.0,-,169.0,73.15,119.0,https://static.nseindia.com/sparklines/today/preOpen_KCPEQN.jpg
HINDOILEXP,HINDOILEXPEQN, ANNUAL GENERAL MEETING,195.7,-0.5,-0.254841997961264,196.2,231,45206.7,-,245.7,84.45,195.7,https://static.nseindia.com/sparklines/today/preOpen_HINDOILEXPEQN.jpg
HCL-INSYS,HCL-INSYSEQN, ANNUAL GENERAL MEETING,19.55,-0.05000000000000071,-0.25510204081633014,19.6,4242,82931.1,-,31.3,7.95,19.55,https://static.nseindia.com/sparklines/today/preOpen_HCL-INSYSEQN.jpg
RITES,RITESEQN, INTERIM DIVIDEND - RS 4 PER SHARE,254.0,-0.6500000000000057,-0.25525230708816243,254.65,336,85344.0,-,317.9,232.2,254.0,https://static.nseindia.com/sparklines/today/preOpen_RITESEQN.jpg
POONAWALLA,POONAWALLAEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.80 PER SHARE,251.7,-0.6500000000000057,-0.25757875965920574,252.35,4039,1016616.3,-,302.9,101.55,251.7,-
PHOENIXLTD,PHOENIXLTDEQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,975.0,-2.5499999999999545,-0.26085622218811877,977.55,12,11700.0,-,1195.0,652.8,975.0,https://static.nseindia.com/sparklines/today/preOpen_PHOENIXLTDEQN.jpg
HERANBA,HERANBAEQN, DIVIDEND - RS 0.70 PER SHARE,648.8,-1.7000000000000455,-0.26133743274405,650.5,78,50606.4,-,945.0,602.1,648.8,https://static.nseindia.com/sparklines/today/preOpen_HERANBAEQN.jpg
HIMATSEIDE,HIMATSEIDEEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.50 PER SHARE,190.0,-0.5,-0.26246719160104987,190.5,473,89870.0,-,306.3,133.1,190.0,https://static.nseindia.com/sparklines/today/preOpen_HIMATSEIDEEQN.jpg
DLINKINDIA,DLINKINDIAEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.80 PER SHARE,151.9,-0.4000000000000057,-0.26263952724885464,152.3,921,139899.9,-,194.7,97.65,151.9,https://static.nseindia.com/sparklines/today/preOpen_DLINKINDIAEQN.jpg
GICRE,GICREEQN, DIVIDEND RS 6.75 PER SHARE,131.35,-0.3499999999999943,-0.2657555049354551,131.7,250,32837.5,-,244.2,116.6,131.35,https://static.nseindia.com/sparklines/today/preOpen_GICREEQN.jpg
BBTC,BBTCEQN, DIVIDEND - RS 1.20 PER SHARE,1010.0,-2.7000000000000455,-0.2666140021724149,1012.7,19,19190.0,-,1424.95,980.5,1010.0,https://static.nseindia.com/sparklines/today/preOpen_BBTCEQN.jpg
AJMERA,AJMERAEQN, ANNUAL GENERAL MEETING,392.0,-1.0500000000000114,-0.2671415850400741,393.05,81,31752.0,-,495.0,98.4,392.0,https://static.nseindia.com/sparklines/today/preOpen_AJMERAEQN.jpg
KHAICHEM,KHAICHEMEQN, INTERIM DIVIDEND - RS 0.15 PER SHARE,110.3,-0.29999999999999716,-0.2712477396021674,110.6,770,84931.0,-,129.85,20.35,110.3,https://static.nseindia.com/sparklines/today/preOpen_KHAICHEMEQN.jpg
HUDCO,HUDCOEQN, DIVIDEND - RS 1.425 PER SH,36.4,-0.10000000000000142,-0.27397260273972995,36.5,1763,64173.2,-,58.25,36.1,36.4,https://static.nseindia.com/sparklines/today/preOpen_HUDCOEQN.jpg
ARIES,ARIESEQN, DIVIDEND - RS 0.80 PER SHARE,144.05,-0.39999999999997726,-0.276912426445121,144.45,100,14405.0,-,193.9,75.65,144.05,https://static.nseindia.com/sparklines/today/preOpen_ARIESEQN.jpg
VAKRANGEE,VAKRANGEEEQN, DIVIDEND - RE 0.10 PER SHARE,35.6,-0.10000000000000142,-0.2801120448179311,35.7,4693,167070.8,-,66.8,29.15,35.6,https://static.nseindia.com/sparklines/today/preOpen_VAKRANGEEEQN.jpg
RENUKA,RENUKAEQN, ANNUAL GENERAL MEETING,35.6,-0.10000000000000142,-0.2801120448179311,35.7,24009,854720.4,-,47.75,9.1,35.6,https://static.nseindia.com/sparklines/today/preOpen_RENUKAEQN.jpg
CENTURYTEX,CENTURYTEXEQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,800.0,-2.25,-0.28046120286693677,802.25,424,339200.0,-,1024.0,414.2,800.0,https://static.nseindia.com/sparklines/today/preOpen_CENTURYTEXEQN.jpg
RPPINFRA,RPPINFRAEQN, RIGHTS 3:5 @ PREMIUM RS 20/-,53.0,-0.14999999999999858,-0.2822201317027255,53.15,750,39750.0,-,78.65,29.38,53.0,https://static.nseindia.com/sparklines/today/preOpen_RPPINFRAEQN.jpg
GREENPLY,GREENPLYEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40 PER SHARE,192.45,-0.5500000000000114,-0.2849740932642546,193.0,395,76017.75,-,254.7,157.0,192.45,https://static.nseindia.com/sparklines/today/preOpen_GREENPLYEQN.jpg
IMFA,IMFAEQN,BONUS 1:1,348.7,-1.0,-0.28595939376608526,349.7,31,10809.7,-,498.5,205.0,348.7,https://static.nseindia.com/sparklines/today/preOpen_IMFAEQN.jpg
COCHINSHIP,COCHINSHIPEQN,INTERIM DIVIDEND - RS 7 PER SHARE,312.05,-0.8999999999999773,-0.2875858763380659,312.95,427,133245.35,-,433.9,311.0,312.05,https://static.nseindia.com/sparklines/today/preOpen_COCHINSHIPEQN.jpg
HARRMALAYA,HARRMALAYAEQN, ANNUAL GENERAL MEETING,155.6,-0.45000000000001705,-0.2883691124639648,156.05,1,155.6,-,249.75,117.3,155.6,https://static.nseindia.com/sparklines/today/preOpen_HARRMALAYAEQN.jpg
SELAN,SELANEQN,INTERIM DIVIDEND - RS 5 PER SHARE,153.9,-0.44999999999998863,-0.29154518950436586,154.35,500,76950.0,-,179.7,115.0,153.9,https://static.nseindia.com/sparklines/today/preOpen_SELANEQN.jpg
PRESTIGE,PRESTIGEEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50 PER SHARE,444.45,-1.3000000000000114,-0.2916432978126778,445.75,711,316003.95,-,554.9,263.0,444.45,https://static.nseindia.com/sparklines/today/preOpen_PRESTIGEEQN.jpg
KARURVYSYA,KARURVYSYAEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 0.50 PER SHARE,51.0,-0.14999999999999858,-0.2932551319648066,51.15,2685,136935.0,-,64.55,38.4,51.0,https://static.nseindia.com/sparklines/today/preOpen_KARURVYSYAEQN.jpg
JAYAGROGN,JAYAGROGNEQN, ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,220.0,-0.6500000000000057,-0.2945841830954025,220.65,16,3520.0,-,323.8,128.25,220.0,https://static.nseindia.com/sparklines/today/preOpen_JAYAGROGNEQN.jpg
ROUTE,ROUTEEQN,INTERIM DIVIDEND - RS 3 PER SHARE,1565.0,-4.7000000000000455,-0.2994202713894404,1569.7,422,660430.0,-,2389.0,1395.45,1565.0,https://static.nseindia.com/sparklines/today/preOpen_ROUTEEQN.jpg
KBCGLOBAL,KBCGLOBALEQN, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 2/- PER SHARE TO RE 1/- PER SHARE,16.4,-0.05000000000000071,-0.30395136778115933,16.45,12490,204836.0,-,218.3,15.25,16.4,-
EMAMIPAP,EMAMIPAPEQN, ANNUAL GENERAL MEETING,146.0,-0.44999999999998863,-0.3072721065209892,146.45,51,7446.0,-,214.8,91.2,146.0,https://static.nseindia.com/sparklines/today/preOpen_EMAMIPAPEQN.jpg
LYKALABS,LYKALABSBEN,,145.0,-0.44999999999998863,-0.3093846682708757,145.45,70,10150.0,-,267.0,21.75,145.0,-
MAPMYINDIA,MAPMYINDIAEQN,INTERIM DIVIDEND - RS 2 PER SHARE,1460.0,-4.5499999999999545,-0.31067563415383254,1464.55,798,1165080.0,-,1917.4,1267.05,1460.0,-
SANSERA,SANSERAEQN,,665.0,-2.1000000000000227,-0.3147953830010527,667.1,50,33250.0,-,889.0,651.55,665.0,-
FRETAIL,FRETAILEQN, ANNUAL GENERAL MEETING,47.15,-0.14999999999999858,-0.3171247357293839,47.3,1286,60634.9,-,80.2,40.55,47.15,https://static.nseindia.com/sparklines/today/preOpen_FRETAILEQN.jpg
SARLAPOLY,SARLAPOLYEQN, ANNUAL GENERAL MEETING,61.9,-0.20000000000000284,-0.32206119162641356,62.1,13,804.7,-,78.5,23.65,61.9,https://static.nseindia.com/sparklines/today/preOpen_SARLAPOLYEQN.jpg
THERMAX,THERMAXEQN, DIVIDEND - RS 7 PER SHARE,1799.95,-5.899999999999864,-0.3267159509372242,1805.85,74,133196.3,-,2174.8,1137.6,1799.95,https://static.nseindia.com/sparklines/today/preOpen_THERMAXEQN.jpg
ALKYLAMINE,ALKYLAMINEEQN, ANNUAL GENERAL MEETING/DIVIDEND - RS 6 PER SHARE,3108.0,-10.199999999999818,-0.3271117952664941,3118.2,161,500388.0,-,4749.0,1980.8,3108.0,https://static.nseindia.com/sparklines/today/preOpen_ALKYLAMINEEQN.jpg
KENNAMET,KENNAMETEQN, ANNUAL GENERAL MEETING,1902.0,-6.25,-0.32752521944189705,1908.25,3,5706.0,-,2037.8,897.1,1902.0,https://static.nseindia.com/sparklines/today/preOpen_KENNAMETEQN.jpg
ANDHRACEMT,ANDHRACEMTEQN, ANNUAL GENERAL MEETING,15.2,-0.05000000000000071,-0.32786885245902103,15.25,1600,24320.0,-,37.5,5.2,15.2,https://static.nseindia.com/sparklines/today/preOpen_ANDHRACEMTEQN.jpg
SJVN,SJVNEQN,INTERIM DIVIDEND - RS 1.15 PER SHARE,30.35,-0.09999999999999787,-0.3284072249589421,30.45,2721,82582.35,-,33.75,24.5,30.35,https://static.nseindia.com/sparklines/today/preOpen_SJVNEQN.jpg
KEI,KEIEQN,INTERIM DIVIDEND - RS 2.50 PER SHARE,997.35,-3.2999999999999545,-0.32978563933442806,1000.65,87,86769.45,-,1265.0,464.0,997.35,https://static.nseindia.com/sparklines/today/preOpen_KEIEQN.jpg
VSTIND,VSTINDEQN, DIVIDEND - RS 114  PER SHARE,3002.0,-10.0,-0.33200531208499334,3012.0,2,6004.0,-,3895.0,2984.3,3002.0,https://static.nseindia.com/sparklines/today/preOpen_VSTINDEQN.jpg
VISAKAIND,VISAKAINDEQN,INTERIM DIVIDEND - RS  7 PER SHARE,604.95,-2.0499999999999545,-0.33772652388796615,607.0,1,604.95,-,873.25,459.35,604.95,https://static.nseindia.com/sparklines/today/preOpen_VISAKAINDEQN.jpg
MAANALU,MAANALUEQN,INTERIM DIVIDEND - RE 1 PER SHARE,118.0,-0.4000000000000057,-0.3378378378378426,119.4,37,4366.0,-,234.05,58.28,118.0,https://static.nseindia.com/sparklines/today/preOpen_MAANALUEQN.jpg
SAKSOFT,SAKSOFTEQN, INTERIM DIVIDEND - RS 3 PER SHARE,923.0,-3.1499999999999773,-0.34011769151865007,926.15,61,56303.0,-,1175.0,337.6,923.0,https://static.nseindia.com/sparklines/today/preOpen_SAKSOFTEQN.jpg
GSCLCEMENT,GSCLCEMENTEQN, ANNUAL GENERAL MEETING,43.95,-0.14999999999999858,-0.3401360544217655,44.1,10,439.5,-,62.55,28.65,43.95,https://static.nseindia.com/sparklines/today/preOpen_GSCLCEMENTEQN.jpg
TRIVENI,TRIVENIEQN, INTERIM DIVIDEND - RS 1.25 PER SHARE,271.15,-0.9500000000000455,-0.349136346931292,272.1,1299,352223.85,-,300.4,68.8,271.15,https://static.nseindia.com/sparklines/today/preOpen_TRIVENIEQN.jpg
